_archivo,id_modelo,referenciaWeb,modelo,url,title,allDescs
142585764.json,142585764,"Código de barras：8433325198428
Color de la luz：Luz natural
Potencia：30W
Temperatura del color：4000K
Caudal luminoso：2700lm
Clasificación del IP：IP65",8433325198428,https://www.aigostar.com/ES/productCategory/1547785368013770804,Proyector con sensor LED 30W 2700lm 4000K IP65,"Características
Tipo:
Inductivo
Color del producto:
Negro
Tipo de sensor:
Detección de luz&Sensor de movimiento
Color de la luz:
Luz natural|Especificación
Dimensión:
L147*W182*H56 mm
Cable:
3*1.0mm²
Longitud del cable:
22.5cm|Parámetros técnicos
Potencia:
30W
Voltaje:
220-240V～
Current:
134mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
2700lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
460g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
20000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585765.json,142585765,"Código de barras：8433325198435
Color de la luz：Luz natural
Potencia：50W
Temperatura del color：4000K
Caudal luminoso：4500lm
Clasificación del IP：IP65",8433325198435,https://www.aigostar.com/ES/productCategory/1547785368013770805,Proyector con sensor LED 50W 4500lm 4000K IP65,"Características
Tipo:
Inductivo
Color del producto:
Negro
Tipo de sensor:
Detección de luz&Sensor de movimiento
Color de la luz:
Luz natural|Especificación
Dimensión:
L211*W245*H56 mm
Cable:
3*1.0mm²
Longitud del cable:
22.5cm|Parámetros técnicos
Potencia:
50W
Voltaje:
220-240V～
Current:
219mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
4500lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
730g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
20000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
10 pc/Caja de cartón"
142585766.json,142585766,"Código de barras：8433325198442
Color de la luz：Luz natural
Potencia：10W
Temperatura del color：4000K
Caudal luminoso：900lm
Clasificación del IP：IP65",8433325198442,https://www.aigostar.com/ES/productCategory/1547785368013770806,Proyector con sensor LED 10W 900lm 4000K IP65,"Características
Tipo:
Inductivo
Color del producto:
Negro
Tipo de sensor:
Detección de luz&Sensor de movimiento
Color de la luz:
Luz natural|Especificación
Dimensión:
L130*W151*H56 mm
Cable:
3*1.0mm²
Longitud del cable:
22.5cm|Parámetros técnicos
Potencia:
10W
Voltaje:
220-240V～
Current:
45mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
900lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
266g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
30000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
30 pc/Caja de cartón"
142585767.json,142585767,"Código de barras：8433325202453
Color de la luz：Luz fría
Potencia：150W
Temperatura del color：6400K
Caudal luminoso：13500lm
Clasificación del IP：IP65",8433325202453,https://www.aigostar.com/ES/productCategory/1547785368013771270,Lámpara de enfoque LED 150W 13500lm 6400K IP65,"Características
Color del producto:
Blanco
Color de la luz:
Luz fría|Especificación
Dimensión:
L378*W295*H40.5 mm
Cable:
3*1.0mm²
Longitud del cable:
25cm|Parámetros técnicos
Potencia:
150W
Voltaje:
220-240V～
Current:
680mA
Frecuencia:
50/60Hz
Temperatura del color:
6400K
Caudal luminoso:
13500lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
2.17kg|Vida
Vida útil:
25000h
Frecuencia de conmutación:
20000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
10 pc/Caja de cartón"
142585768.json,142585768,"Código de barras：8433325202460
Color de la luz：Luz fría
Potencia：200W
Temperatura del color：6400K
Caudal luminoso：18000lm
Clasificación del IP：IP65",8433325202460,https://www.aigostar.com/ES/productCategory/1547785368013771271,Lámpara de enfoque LED 200W 18000lm 6400K IP65,"Características
Color del producto:
Blanco
Color de la luz:
Luz fría|Especificación
Dimensión:
L418*W334*H42.5 mm
Cable:
3*1.0mm²
Longitud del cable:
25cm|Parámetros técnicos
Potencia:
200W
Voltaje:
220-240V～
Current:
900mA
Frecuencia:
50/60Hz
Temperatura del color:
6400K
Caudal luminoso:
18000lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
2.8kg|Vida
Vida útil:
25000h
Frecuencia de conmutación:
20000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
10 pc/Caja de cartón"
142585769.json,142585769,"Código de barras：8433325202545
Color de la luz：Luz natural
Potencia：30W
Temperatura del color：4000K
Caudal luminoso：2700lm
Clasificación del IP：IP65",8433325202545,https://www.aigostar.com/ES/productCategory/1547785368013771279,Lámpara de enfoque LED 30W 2700lm 4000K IP65,"Características
Color del producto:
Blanco
Color de la luz:
Luz natural|Especificación
Dimensión:
L157*W124*H26.5 mm
Cable:
3*1.0mm²
Longitud del cable:
22.5cm|Parámetros técnicos
Potencia:
30W
Voltaje:
220-240V～
Current:
134mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
2700lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
375g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
20000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585770.json,142585770,"Código de barras：8433325202590
Color de la luz：Luz natural
Potencia：10W
Temperatura del color：4000K
Caudal luminoso：900lm
Clasificación del IP：IP65",8433325202590,https://www.aigostar.com/ES/productCategory/1547785368013771282,Proyector con sensor LED 10W 900lm 4000K IP65,"Características
Tipo:
Inductivo
Color del producto:
Blanco
Tipo de sensor:
Detección de luz&Sensor de movimiento
Color de la luz:
Luz natural|Especificación
Dimensión:
L130*W151*H56 mm
Cable:
3*1.0mm²
Longitud del cable:
22.5cm|Parámetros técnicos
Potencia:
10W
Voltaje:
220-240V～
Current:
45mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
900lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
266g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
20000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
30 pc/Caja de cartón"
142585771.json,142585771,"Código de barras：8433325202613
Color de la luz：Luz natural
Potencia：30W
Temperatura del color：4000K
Caudal luminoso：2700lm
Clasificación del IP：IP65",8433325202613,https://www.aigostar.com/ES/productCategory/1547785368013771284,Proyector con sensor LED 30W 2700lm 4000K IP65,"Características
Tipo:
Inductivo
Color del producto:
Blanco
Tipo de sensor:
Detección de luz&Sensor de movimiento
Color de la luz:
Luz natural|Especificación
Dimensión:
L147*W182*H56 mm
Cable:
3*1.0mm²
Longitud del cable:
22.5cm|Parámetros técnicos
Potencia:
30W
Voltaje:
220-240V～
Current:
134mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
2700lm
CRI:
Ra≥80
Ángulo de haz:
120°
Hg(mg):
0
EEI:
A +
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
500g|Vida
Vida útil:
25000h
Frecuencia de conmutación:
20000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585772.json,142585772,"Código de barras：8433325213374
Color de la luz：Luz fría
Potencia：200W
Temperatura del color：6500K
Caudal luminoso：18000lm
Clasificación del IP：IP65",8433325213374,https://www.aigostar.com/ES/productCategory/1547785368034742533,Proyector con lente LED 200W 18000lm 6500K IP65,"Características
Color del producto:
Gris
Color de la luz:
Luz fría|Especificación
Dimensión:
L393*W280*H42 mm
Cable:
3*1.0mm²
Longitud del cable:
25cm|Parámetros técnicos
Potencia:
200W
Voltaje:
220-240V～
Current:
900mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
18000lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
90°
Hg(mg):
0
Equivalencia en bombilla incandescente:
200W
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
1.868kg|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
5 pc/Caja de cartón"
142585773.json,142585773,"Código de barras：8433325213855
Color de la luz：Luz natural
Potencia：20W
Temperatura del color：4000K
Caudal luminoso：1650lm
Clasificación del IP：IP65",8433325213855,https://www.aigostar.com/ES/productCategory/1547785368034742766,Proyector con lente LED y sensor 20W 1650lm 4000K IP65,"Características
Tipo:
Inductivo
Color del producto:
Gris
Tipo de sensor:
Detección de luz&Sensor de movimiento
Color de la luz:
Luz natural|Especificación
Dimensión:
L139.6*W158.6*H54.1 mm
Cable:
3*1.0mm²
Longitud del cable:
25cm|Parámetros técnicos
Potencia:
20W
Voltaje:
220-240V～
Current:
90mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
1650lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
90°
Hg(mg):
0
Equivalencia en bombilla incandescente:
20W
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
254.4g|Vida
Vida útil:
100000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585774.json,142585774,"Código de barras：8433325213862
Color de la luz：Luz natural
Potencia：30W
Temperatura del color：4000K
Caudal luminoso：2450lm
Clasificación del IP：IP65",8433325213862,https://www.aigostar.com/ES/productCategory/1547785368034742767,Proyector con lente LED y sensor 30W 2450lm 4000K IP65,"Características
Tipo:
Inductivo
Color del producto:
Gris
Tipo de sensor:
Detección de luz&Sensor de movimiento
Color de la luz:
Luz natural|Especificación
Dimensión:
L176.8*W179.6*H54.1 mm
Cable:
3*1.0mm²
Longitud del cable:
25cm|Parámetros técnicos
Potencia:
30W
Voltaje:
220-240V～
Current:
140mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
2450lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
90°
Hg(mg):
0
Equivalencia en bombilla incandescente:
30W
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
356g|Vida
Vida útil:
100000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585775.json,142585775,"Código de barras：8433325215514
Color de la luz：Luz natural
Potencia：10W
Temperatura del color：4000K
Caudal luminoso：900lm
Clasificación del IP：IP65",8433325215514,https://www.aigostar.com/ES/productCategory/1547785368038936628,"Proyector con lente LED 10W 900lm 4000K IP65, 2 unidades","Características
Color del producto:
Gris
Color de la luz:
Luz natural|Especificación
Dimensión:
L122*W94*H16 mm
Cable:
3*1.0mm²
Longitud del cable:
50cm|Parámetros técnicos
Potencia:
10W
Voltaje:
220-240V～
Current:
45mA
Frecuencia:
50/60Hz
Temperatura del color:
4000K
Caudal luminoso:
900lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
90°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
230g|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(2pcs)/Caja de color
Cantidad del paquete externo:
20 conjunto/Caja de cartón
Unidades Por Caja:
2 pcs"
142585776.json,142585776,"Código de barras：8433325215576
Color de la luz：Luz fría
Potencia：30W
Temperatura del color：6500K
Caudal luminoso：2700lm
Clasificación del IP：IP65",8433325215576,https://www.aigostar.com/ES/productCategory/1547785368038936634,"Proyector con lente LED 30W 2700lm 6500K IP65, 2 unidades","Características
Color del producto:
Gris
Color de la luz:
Luz fría|Especificación
Dimensión:
L167*W122*H24 mm
Cable:
3*1.0mm²
Longitud del cable:
50cm|Parámetros técnicos
Potencia:
30W
Voltaje:
220-240V～
Current:
140mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
2700lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
90°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
310g|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 conjunto(2pcs)/Caja de color
Cantidad del paquete externo:
10 conjunto/Caja de cartón
Unidades Por Caja:
2 pcs"
142585777.json,142585777,"Código de barras：8433325360559
Color de la luz：Luz fría
Potencia：60W
Temperatura del color：6500K
Caudal luminoso：2700lm
Clasificación del IP：IP65",8433325360559,https://www.aigostar.com/ES/productCategory/1730415006589259795,"Proyector con lente LED 30W 2700lm 6500K IP65, 2 unidades, Con soporte","Características
Tipo:
Extra-fino
Modelo:
Lámpara de enfoque LED
Color del producto:
Negro
Color de la luz:
Luz fría
Descripción de los puntos de venta:
Resistente al agua y al polvo;Soporte estampado para mayor estabilidad y durabilidad|Especificación
Dimensión:
L240*W183*H38 mm
Cable:
3x1.0mm²
Longitud del cable:
3m
Número de perlas:
42LED|Parámetros técnicos
Potencia:
60W
Voltaje:
220-240V～
Current:
132mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
2700lm
CRI:
Ra≥70
DF:
≥0.9
Ángulo de haz:
110°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Interior y exterior
Temperatura:
-20℃～40℃|Volumen
Peso neto de un solo producto:
2.7kg|Vida
Vida útil:
15000h
Frecuencia de conmutación:
10000times|Material
Material principal:
De aluminio,Vidrio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
6 pc/Caja de cartón"
142585778.json,142585778,Código de barras：8433325316990,8433325316990,https://www.aigostar.com/ES/productCategory/1655464886156791808,Farola LED DOB delgada 50 W,"Características
Tipo:
Extra-fino
Color del producto:
Gris
Color de la luz:
Luz fría|Especificación
Dimensión:
L411*W152*H77 mm
Cable:
3x1.0mm²
Longitud del cable:
30cm|Parámetros técnicos
Potencia:
50W
Voltaje:
220-240V～
Current:
217mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
4500lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
110°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
700g|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585779.json,142585779,Código de barras：8433325317003,8433325317003,https://www.aigostar.com/ES/productCategory/1655464886156791809,Farola LED DOB delgada 100 W,"Características
Tipo:
Extra-fino
Color del producto:
Gris
Color de la luz:
Luz fría|Especificación
Dimensión:
L483*W186*H84 mm
Cable:
3x1.0mm²
Longitud del cable:
30cm|Parámetros técnicos
Potencia:
100W
Voltaje:
220-240V～
Current:
435mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
9300lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
100°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
1.1kg|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
10 pc/Caja de cartón"
142585780.json,142585780,Código de barras：8433325317027,8433325317027,https://www.aigostar.com/ES/productCategory/1655464886156791811,Farola LED DOB delgada 200 W,"Características
Tipo:
Extra-fino
Color del producto:
Gris
Color de la luz:
Luz fría
Descripción de los puntos de venta:
Tamaño del orificio:62 mm|Especificación
Dimensión:
L610*W236*H84 mm
Cable:
3x1.0mm²
Longitud del cable:
30cm|Parámetros técnicos
Potencia:
200W
Voltaje:
220-240V～
Current:
870mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
17400lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
90°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
1.8kg|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
5 pc/Caja de cartón"
142585781.json,142585781,Código de barras：8433325317881,8433325317881,https://www.aigostar.com/ES/productCategory/1666275884723736576,Farola LED DOB delgada 30 W,"Características
Tipo:
Extra-fino
Color del producto:
Gris
Color de la luz:
Luz fría|Especificación
Dimensión:
L364*W125*H77 mm
Cable:
3x1.0mm²
Longitud del cable:
30cm|Parámetros técnicos
Potencia:
30W
Voltaje:
220-240V～
Current:
130mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
2550lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
110°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
650g|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
142585782.json,142585782,Código de barras：8433325328542,8433325328542,https://www.aigostar.com/ES/productCategory/1683656304259895296,Farola LED DOB delgada 150 W,"Características
Tipo:
Extra-fino
Color del producto:
Gris
Color de la luz:
Luz fría|Especificación
Dimensión:
L553*W212*H84 mm
Cable:
3x1.0mm²
Longitud del cable:
30cm|Parámetros técnicos
Potencia:
150W
Voltaje:
220-240V～
Current:
652mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
13200lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
110°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
1.4kg|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
10 pc/Caja de cartón"
142585783.json,142585783,Código de barras：8433325213299,8433325213299,https://www.aigostar.com/ES/productCategory/1547785368034742525,Farola DOB LED Slim 150W,"Características
Color del producto:
Gris
Color de la luz:
Luz fría
Descripción de los puntos de venta:
Tamaño del orificio:60 mm|Especificación
Dimensión:
L210*W97*H638 mm
Cable:
3x1.0mm²
Longitud del cable:
30cm|Parámetros técnicos
Potencia:
150W
Voltaje:
220-240V～
Current:
652mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
13200lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
110°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
1.748kg|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
4 pc/Caja de cartón"
142585784.json,142585784,Código de barras：8433325213305,8433325213305,https://www.aigostar.com/ES/productCategory/1547785368034742526,Farola DOB LED Slim 200W,"Características
Color del producto:
Gris
Color de la luz:
Luz fría
Descripción de los puntos de venta:
Tamaño del orificio:60 mm|Especificación
Dimensión:
L235*W97*H635 mm
Cable:
3x1.0mm²
Longitud del cable:
30cm|Parámetros técnicos
Potencia:
200W
Voltaje:
220-240V～
Current:
870mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
17400lm
CRI:
Ra≥80
DF:
≥0.9
Ángulo de haz:
90°
Hg(mg):
0
EEI:
F
Nivel de seguridad de la luminaria:
I|Aplicación de medio ambiente
Clasificación del IP:
IP65
Entorno de uso:
Exterior
Temperatura:
-10℃～50℃|Volumen
Peso neto de un solo producto:
2.02kg|Vida
Vida útil:
30000h
Frecuencia de conmutación:
100000times|Material
Material principal:
De aluminio,PC|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
4 pc/Caja de cartón"
142585785.json,142585785,"Código de barras：8433325286163
Color de la luz：Luz fría
Longitud del cable：12cm
Potencia：5.5W
Temperatura del color：6500K
Caudal luminoso：620lm
CRI：Ra≥80",8433325286163,https://www.aigostar.com/ES/productCategory/1547785368059908249,Aplique de Pared en Metal Negro 5.5W,"Características
categoría:
Aplique
Tipo:
Con fuente de luz
Modelo:
Cuadrado
Color del producto:
Negro
Color de la luz:
Luz fría
Descripción de los puntos de venta:
Superficie esmerilada, tacto suave|Especificación
Dimensión:
L100*W100*H80 mm
Longitud del cable:
12cm|Parámetros técnicos
Potencia:
5.5W
Voltaje:
220-240V～
Current:
26mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
620lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
120°
Hg(mg):
0
Equivalencia en bombilla incandescente:
50W
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～45℃
Método de instalación:
Montado en la pared|Volumen
Peso neto de un solo producto:
200g|Vida
Vida útil:
20000h|Material
Material principal:
Aleación de aluminio|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
36 pc/Caja de cartón"
142585786.json,142585786,"Código de barras：8433325286200
Color de la luz：Luz fría
Longitud del cable：12cm
Potencia：6.5W
Temperatura del color：6500K
Caudal luminoso：750lm
CRI：Ra≥80",8433325286187,https://www.aigostar.com/ES/productCategory/1547785368059908253,Aplique de Pared Negro 6.5W,"Características
categoría:
Aplique
Tipo:
Con fuente de luz
Modelo:
rotundidad
Color del producto:
Negro
Color de la luz:
Luz fría|Especificación
Dimensión:
D180*H35 mm
Longitud del cable:
12cm|Parámetros técnicos
Potencia:
6.5W
Voltaje:
220-240V～
Current:
31mA
Frecuencia:
50/60Hz
Temperatura del color:
6500K
Caudal luminoso:
750lm
CRI:
Ra≥80
DF:
≥0.7
Ángulo de haz:
120°
Hg(mg):
0
Equivalencia en bombilla incandescente:
55W
EEI:
E
Nivel de seguridad de la luminaria:
II|Aplicación de medio ambiente
Clasificación del IP:
IP20
Entorno de uso:
Interior
Temperatura:
-20℃～45℃
Método de instalación:
Montado en la pared|Volumen
Peso neto de un solo producto:
425g|Vida
Vida útil:
20000h|Material
Material principal:
Hierro|Certificación
Certificación:
CE,RoHS|Embalaje
Unidad paquete cantidad:
1 pc/Caja de color
Cantidad del paquete externo:
20 pc/Caja de cartón"
