_archivo,id_modelo,modelo,referenciaWeb,url,title,price,mainImage,allMainImages,description,desc,desc2
142570915.json,142570915,42276539+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570916.json,142570916,4235671+35+09,610073 00 00,https://www.hepco-becker.es/baul-moto-aluminio/202-baul-de-moto-alu-standard-35-4042545505509.html,BAÚL DE MOTO ALU STANDARD 35,"445,40&nbsp;€",https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,"Características:

 > Material robusto de la cubierta, aluminio de 1,5 mm de grosor.

 > Absolutamente impermeable gracias a la junta espumada especial.

 > Asa de transporte en la tapa.

 > Bisagras de acero inoxidable.

 > Gran cantidad de accesorios.

 > Incluye llave y cilindro.

 > No apto para Easyrack.

 > Apto para soportes traseros tubulares y soportes Alurack*.

 > Peso: 5,2 kg.

 > Capacidad: 35 litros.

 > Medidas: Alto 33 cm x Largo 38,5 cm x Ancho 36 cm.

 > Carga máx.: 5 kg.

* Si se monta en un soporte Alurack se necesita un soporte específico adicional: 700007350.","REFERENCIA
610073 00 00","Topcase Alu Standard 35 con capacidad para un casco y para soportar los viajes más extremos. Hecho con aleación de aluminio de 1,5mm de grosor y con dos asas metálicas."
142570917.json,142570917,4235668+35+09,610073 00 00,https://www.hepco-becker.es/baul-moto-aluminio/202-baul-de-moto-alu-standard-35-4042545505509.html,BAÚL DE MOTO ALU STANDARD 35,"445,40&nbsp;€",https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,"Características:

 > Material robusto de la cubierta, aluminio de 1,5 mm de grosor.

 > Absolutamente impermeable gracias a la junta espumada especial.

 > Asa de transporte en la tapa.

 > Bisagras de acero inoxidable.

 > Gran cantidad de accesorios.

 > Incluye llave y cilindro.

 > No apto para Easyrack.

 > Apto para soportes traseros tubulares y soportes Alurack*.

 > Peso: 5,2 kg.

 > Capacidad: 35 litros.

 > Medidas: Alto 33 cm x Largo 38,5 cm x Ancho 36 cm.

 > Carga máx.: 5 kg.

* Si se monta en un soporte Alurack se necesita un soporte específico adicional: 700007350.","REFERENCIA
610073 00 00","Topcase Alu Standard 35 con capacidad para un casco y para soportar los viajes más extremos. Hecho con aleación de aluminio de 1,5mm de grosor y con dos asas metálicas."
142570918.json,142570918,4245668+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570919.json,142570919,4245676+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570920.json,142570920,4245677+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570921.json,142570921,42356514+35+09,610073 00 00,https://www.hepco-becker.es/baul-moto-aluminio/202-baul-de-moto-alu-standard-35-4042545505509.html,BAÚL DE MOTO ALU STANDARD 35,"445,40&nbsp;€",https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,"Características:

 > Material robusto de la cubierta, aluminio de 1,5 mm de grosor.

 > Absolutamente impermeable gracias a la junta espumada especial.

 > Asa de transporte en la tapa.

 > Bisagras de acero inoxidable.

 > Gran cantidad de accesorios.

 > Incluye llave y cilindro.

 > No apto para Easyrack.

 > Apto para soportes traseros tubulares y soportes Alurack*.

 > Peso: 5,2 kg.

 > Capacidad: 35 litros.

 > Medidas: Alto 33 cm x Largo 38,5 cm x Ancho 36 cm.

 > Carga máx.: 5 kg.

* Si se monta en un soporte Alurack se necesita un soporte específico adicional: 700007350.","REFERENCIA
610073 00 00","Topcase Alu Standard 35 con capacidad para un casco y para soportar los viajes más extremos. Hecho con aleación de aluminio de 1,5mm de grosor y con dos asas metálicas."
142570922.json,142570922,42456514+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570923.json,142570923,42456518+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570924.json,142570924,42456515+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570925.json,142570925,42456522+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570926.json,142570926,42356523+35+09,610073 00 00,https://www.hepco-becker.es/baul-moto-aluminio/202-baul-de-moto-alu-standard-35-4042545505509.html,BAÚL DE MOTO ALU STANDARD 35,"445,40&nbsp;€",https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,"Características:

 > Material robusto de la cubierta, aluminio de 1,5 mm de grosor.

 > Absolutamente impermeable gracias a la junta espumada especial.

 > Asa de transporte en la tapa.

 > Bisagras de acero inoxidable.

 > Gran cantidad de accesorios.

 > Incluye llave y cilindro.

 > No apto para Easyrack.

 > Apto para soportes traseros tubulares y soportes Alurack*.

 > Peso: 5,2 kg.

 > Capacidad: 35 litros.

 > Medidas: Alto 33 cm x Largo 38,5 cm x Ancho 36 cm.

 > Carga máx.: 5 kg.

* Si se monta en un soporte Alurack se necesita un soporte específico adicional: 700007350.","REFERENCIA
610073 00 00","Topcase Alu Standard 35 con capacidad para un casco y para soportar los viajes más extremos. Hecho con aleación de aluminio de 1,5mm de grosor y con dos asas metálicas."
142570927.json,142570927,42456523+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570929.json,142570929,42456532+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570930.json,142570930,5036532+00+22,42123544 00 01,https://www.hepco-becker.es/protecciones-moto/13794-protector-de-manos-para-suzuki-v-strom-1050-xt-20-22.html,PROTECTOR DE MANOS PARA SUZUKI V-STROM 1050 XT (20-22),"157,80&nbsp;€",https://www.hepco-becker.es/16423-large_default/protector-de-manos-para-suzuki-v-strom-1050-xt-20-22.jpg,https://www.hepco-becker.es/16423-large_default/protector-de-manos-para-suzuki-v-strom-1050-xt-20-22.jpg,"El protector de manos Hepco&Becker protege de manera fiable las manos del conductor y el manillar de la Suzuzi V-Strom 1050 XT (2020-2022). El tubo de acero sólido tiene un diámetro de 12 mm y tiene un acabado recubierto en polvo negro.

Nota: Solo se adapta a motos con el soporte original del manillar.

Características:

> Montaje fácil.

> Incluye: Protectores derecho e izquierdo, kit de montaje y manual.

 > Recubrimiento de polvo negro.

* Si el elevador del manillar está montado, la protección puede no encajar.","REFERENCIA
42123544 00 01",Protector de manillar Hepco&Becker. Construcción sólida de tubos de acero con recubrimiento en polvo. Solo se adapta a los protectores de manos originales de Suzuki.
142570942.json,142570942,4224669+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570943.json,142570943,42246504+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570944.json,142570944,4245669+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570945.json,142570945,42456504+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570946.json,142570946,42246505+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570947.json,142570947,42246502+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570948.json,142570948,42456502+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570949.json,142570949,42246506+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570950.json,142570950,42456528+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570951.json,142570951,42456506+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570952.json,142570952,5166540+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570953.json,142570953,8006540+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570954.json,142570954,6706540+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570955.json,142570955,6306540+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570956.json,142570956,4235675+35+09,610073 00 00,https://www.hepco-becker.es/baul-moto-aluminio/202-baul-de-moto-alu-standard-35-4042545505509.html,BAÚL DE MOTO ALU STANDARD 35,"445,40&nbsp;€",https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,https://www.hepco-becker.es/11925-large_default/baul-de-moto-alu-standard-35.jpg,"Características:

 > Material robusto de la cubierta, aluminio de 1,5 mm de grosor.

 > Absolutamente impermeable gracias a la junta espumada especial.

 > Asa de transporte en la tapa.

 > Bisagras de acero inoxidable.

 > Gran cantidad de accesorios.

 > Incluye llave y cilindro.

 > No apto para Easyrack.

 > Apto para soportes traseros tubulares y soportes Alurack*.

 > Peso: 5,2 kg.

 > Capacidad: 35 litros.

 > Medidas: Alto 33 cm x Largo 38,5 cm x Ancho 36 cm.

 > Carga máx.: 5 kg.

* Si se monta en un soporte Alurack se necesita un soporte específico adicional: 700007350.","REFERENCIA
610073 00 00","Topcase Alu Standard 35 con capacidad para un casco y para soportar los viajes más extremos. Hecho con aleación de aluminio de 1,5mm de grosor y con dos asas metálicas."
142570957.json,142570957,4245675+00+09,8104557 00 91,https://www.hepco-becker.es/cubrecarter/1563-cubrecarter-para-yamaha-mt-09-2017-2020-4042545646196.html,CUBRECARTER PARA YAMAHA MT-09 (2017-2020),"239,70&nbsp;€",https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,https://www.hepco-becker.es/4198-large_default/cubrecarter-para-yamaha-mt-09-2017-2020.jpg,"Este refuerzo para la placa de protección del motor de la Yamaha MT-09, ayudará a mantener el buen estado de esta zona de su moto. Además está fabricado en dos acabados diferentes, en color plateado y negro.

 

Características:

> Diferentes acabados disponibles.

> Fabricado en Alemania.

> Construcción extremadamente robusta.

> Tenga en cuenta las instrucciones de montaje.","REFERENCIA
8104557 00 91",Refuerzo para la placa de protección del motor en Yamaha MT-09. Fabricada en color plateado y negro.
142570969.json,142570969,42307678+20+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570970.json,142570970,8107678+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570971.json,142570971,6627678+01+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
142570972.json,142570972,5167678+00+01,6504513 01 01,https://www.hepco-becker.es/soporte-baul-moto/1149-soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.html,SOPORTE BAÚL MOTO TUBULAR PARA YAMAHA MT-01 (2005-),"257,90&nbsp;€",https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,https://www.hepco-becker.es/1149-large_default/soporte-baul-moto-tubular-para-yamaha-mt-01-2005-.jpg,,"REFERENCIA
6504513 01 01",Calidad alemana con 5 años de garantía para un rendimiento confiable en cada aventura
